Title,Developer,Publisher,Release date NA,console,deck,guid,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
Ms. Pac-Man,Now Production,Namco,1995,gg,"A sequel to the arcade classic featuring Pac-Man's feminine counterpart. The game is notable for having a variety of mazes as opposed to the single maze design in the original game, as well as bonus items that wandered through the mazes rather than appearing just in the center.",3030-6332,6332,0,1982-02-02,https://www.giantbomb.com/ms-pac-man/3030-6332/,ESRB: E," <div> Overview : The idea of Ms. Pac-Man did not come from Namco, but from hackers. The first version of Ms. Pac-Man was created in 1981 by a handful of programmers at General Computer Corporation. The programmers took a Pac-Man cabinet and modified it, calling it Crazy Otto.The programmers showed it to Midway who were both surprised at the quality of Crazy Otto and were getting upset over the long wait between the original Pac-Man and its sequel. Midway bought the rights for Crazy Otto and added the Pac-Man sprites and iconic name Ms. Pac-Man to the previously bootlegged game.Namco quickly took note of Ms. Pac-Man's swiftly growing popularity. Midway had not received consent from Namco to publish the game and a legal battle was about to erupt. Fearing a case would be brought against them, Midway and GCC turned over the rights for Ms. Pac-Man to Namco. Afterward, Namco created numerous ports for the home consoles while benefiting from the widely popular arcade game that was quickly becoming a cultural phenomenon in its own right. </div>  <div> Gameplay : Ms. Pac-Man's gameplay does not stray much from Pac-Man's simple mechanics of eating pellets, numerous types of fruit, and power pellets to eat ghosts. However there are a few major changes that would change the gameplay experience between both games.The first such change is that the three intermissions in the game are changed to tell the story of Pac-Man and Ms. Pac-Man's relationship from dating all the way to a stork dropping off their baby.The second change is a minor one; the changing of the orange ghost's name from Clyde to Sue.The ghosts now have movements that are semi-random. Because of this, many players have learned to use a set of moves to avoid the ghosts.The fruit no longer appears and stays in the center of the maze. It instead enters from one tunnel of the maze, travels around, and leaves through the other tunnel if not eaten by the player.The fruit order is now cherries, strawberry, orange, pear, apple, pretzel, and banana. The score for each is also 100, 200, 500, 700, 1000, 2000, and 5000 respectively.The final change is that there are six different mazes. With each of the mazes there are four different colors or styles. Each maze also now has two warp tunnels that will transport the player to the opposite side of the maze.The walls are now filled in (Pac-Man had hollow walls). </div> "
NBA Action Starring David Robinson,Sega interActive,Sega,1994,gg,,3030-19139,19139,0,,https://www.giantbomb.com/nba-action-starring-david-robinson/3030-19139/,,
NBA Jam,Iguana Entertainment,Acclaim,"March 4, 1994",gg,"Return to the roots of arcade NBA basketball in the 2010 installment of NBA Jam. Developed by EA Canada for seventh-generation game consoles, this rebirth brings back the gameplay, aesthetics, and gratuitous secrets of the original 1993 arcade game.",3030-29664,29664,0,2010-10-05,https://www.giantbomb.com/nba-jam/3030-29664/,ESRB: E," <div> Overview : BOOMSHAKALAKA!NBA Jam is a 2-on-2 arcade basketball game developed by EA Canada and published by EA Sports for the Wii on October 5, 2010. Originally a Wii-exclusive, it was later released on November 17, 2010 for the PlayStation 3 and Xbox 360, featuring upgraded HD visuals and online play. (This version was originally planned to be a feature-limited downloadable title included with new copies of the unreleased NBA Elite 11, but was later made a retail release.)Unlike previous Acclaim-developed installments of the franchise, the 2010 installment features gameplay and aesthetics reminiscent of Midway's original NBA Jam. (With help from the original designer, Mark Turmell, who worked with EA Tiburon at the time, and Tim Kitzrow, the iconic announcer of the original game, who shouted famous catchphrases such as ""Boomshakalaka!"" and ""He's on fire!"").Building upon the 2010-2011 NBA roster, the game features a ""Remix Tour"" campaign (featuring new crazy features such as power-ups, new camera angles, and boss battles) and special ""legend"" characters (legendary former NBA players). The game also brings back special guest characters and easter eggs from the original, such as former president Bill Clinton, hip-hop band Beastie Boys, and Big Head Mode, while adding new, modern secret characters, such as presidents Barack Obama and George W. Bush.An enhanced version, titled NBA Jam: On Fire Edition, was released as a downloadable title for the Xbox 360 (via Xbox Live Arcade) and the PlayStation 3 (via PlayStation Network) on October 4, 2011. On January 11th, 2013, the online servers for the Xbox 360 and PlayStation 3 versions of the original game were shut down. </div>  <div> Gameplay : NBA Jam is a fast-pace arcade style 2-on-2 basketball game that plays very similarly to the 1993 arcade game of the same name. Their are no fouls in NBA Jam other than goal tending (interfering with the ball when it is on the way to the basket) and shot clock violation (24 second shot clock expires before a shot is taken). Since there are only those two fouls, players have the ability to shove their opponents in an attempt to jar the basketball loose. In order to counter this, a new spin move has been added to the series. If the player spins just as they are about to be shoved they will spin out of the shove causing the opposing player to stagger over. Another new offensive move added to the series is a crossover move. A successful counter will cause the opponent to stagger for a moment giving the player a chance to score a bucket. Players also have the ability to perform alley-oops by passing the ball to an airborne teammate or by going up for an alley-oop themselves and having their teammate pass it to them.Trail of fireIf the player manages to score 3 times in a row they will become ""on fire"" (points scored via goal tending violations do not count). When on fire the player has unlimited turbo, better shot making ability, and the ability to perform gravity defying dunks. The only way to put out an opposing players fire is by scoring a bucket (scoring via a goal tending violation will not put out an opposing players fire). If the players on fire status has not been put out after 5 possessions, it will automatically go out.Game TypesIn addition to the classic 2v2 game, several new modes have been added including 21, Smash, Domination, Elimination and 2v2 Remix. Classic Campaign only features the classic 2v2 game while Remix Tour features the other game types.In 21 the player is stacked up against 1 to 3 AI opponents in a race to 21 points. Only half the court is used and the perspective changes from a sideline view to a view positioned at the players back. The first player to reach 21 points wins the game. It also is make it take it, meaning the last player to score gets the ball back.In Smash the object of the game is to weaken the opposing teams backboard by performing dunks and alley-oops. Regular shots also do damage, but the damage is minimal. Each successful dunk, alley-oop or shot takes life off of the opposing teams backboard. Once the opponents backboard's life meter is completely empty, the backboard's glass shatters and the game ends with the player who shattered the backboard winning the game. The killing blow to the backboard must be a dunk or an alley-oop and not a lay-up or a jump shot.In Domination the object of the game is to gain spots on the court by scoring a basket while standing inside the spot. As in 21, the game is played half court with the camera to the players back and the game can be played in teams of 2 or free-for-all. There are five spots on the court: 4 placed on the three point line and 1 in the ""paint"". Once a player has control of a spot they continually gain points from it until either the opposing player takes the spot or the spot expires after a certain period of time. The first team or player to reach 100 points wins the game.Elimination is similar to 21 in many aspects, the only difference is that now the objective is to be the last man standing. The game is played in rounds, each round ends after a set period of time and the player with the lowest score is eliminated. This continues until only 1 player is left and that player wins the game. If 2 players tie for the lowest score then they both are eliminated.2v2 Remix is identical to classic 2v2 except that it contains power-ups. Power-ups can provide benefits such as increasing the players speed or strength. However, one power-up shrinks the player having a negative impact on their ability to make shots. Power-ups randomly show up on the court and can be collected by simply walking over them.Magic Johnson boss battleCampaignsNBA Jam features two different campaign modes, Classic Campaign and Remix Tour. Classic Campaign is similar to the older NBA Jam games, it pits the player against all NBA teams (except for the team chosen by the player to avoid the same team playing against itself). In addition to the games against NBA teams, their are also legend battles which pits the player against former NBA legends. Beating the legends unlocks them as playable characters.Remix Tour has the player traveling through divisions defeating NBA teams in the various game types in order to earn trophies. Each NBA team has a bronze, silver, and gold trophy associated with them. Beating the team once earns the bronze trophy, twice the silver, and three times the gold. Remix Mode also features boss battles which puts the player up against a recognizable NBA star that has been given super-human or super-natural abilities. For example, in the boss battle with Magic Johnson, Magic Johnson has the ability to teleport around the court making him very hard to guard. After the player has earned all the trophies from all the NBA teams and after the credits have finished, they will enter one last game against The Beastie Boys in a game of 21. Defeating them unlocks them as playable characters </div>  <div> Standard Roster : The standard roster for NBA Jam includes the 30 standard teams from the 2010-2011 NBA season. Unlike the original NBA Jam, in which teams are divided in the Team Selection Screen into Eastern and Western conferences, this installment lists all teams alphabetically. Each team has 3-4 standard players, and most teams have additional unlockable ""legends"" (Former NBA players). </div>  <div> Hidden Roster : Southeast Division. Joe JohnsonJosh SmithMike BibbyLegendsDominique Wilkins (unlocked by beating the Southeast Division Legend Team in Classic Campaign mode)Spud Webb (unlocked by beating the Southeast Division Legend Team in Classic Campaign mode) </div> "
NBA Jam Tournament Edition,Iguana Entertainment,ArenaAcclaim JP,"February 23, 1995",gg,"Midway's signature rules-light two-on-two arcade basketball game gets revamped, now with a bigger roster and more features.",3030-14792,14792,0,1994-01-17,https://www.giantbomb.com/nba-jam-tournament-edition/3030-14792/,ESRB: K-A," <div> Overview : NBA Jam: Tournament Edition (also known as NBA Jam T.E.) is a belt-scrolling basketball game developed and released by Midway for arcades in January 1994.An updated sequel to the 1993 game NBA Jam, Tournament Edition revamps the player roster for the 1993-94 NBA season while fine-tuning the gameplay and allowing more than two basketball players per team to choose from (in which players can choose their team composition before and half-way through each game). It also features ""Tournament Mode"", which disables all cheat codes and special characters while reducing the ""rubber-banding"" effect in player-vs-player matches.The game received home console ports through 1995-1996, first for the Super Nintendo Entertainment System, Sega Genesis, and Game Gear, then for the Sony PlayStation, Sega Saturn, Jaguar, Sega 32X, MS-DOS PCs, and Game Boy. These were published by Acclaim, and most were ported by Iguana Entertainment, with the GB version ported by Torus Games and the Jaguar version ported by High Voltage Software. These versions include an updated roster (from the 1994-95 NBA season) and new game options (including power-up icons, ""hot spots"", faster game speed, and an injury system).Both early arcade versions and the console ports are known for building up their list of unique hidden characters, with the early arcade versions including guest characters from the studio's Mortal Kombat series (which were removed shortly after release) and the console versions including some NBA mascots, retired sports icons, the American rap group Beastie Boys, the American hip-hop duo DJ Jazzy Jeff & the Fresh Prince, U.S. First Lady Hillary Clinton, and Charles, Prince of Wales.Some of the console ports were later used for the spin-off College Slam, while the original arcade version later received a successor with NBA Hangtime. </div>  <div> Gameplay : The core gameplay is largely unchanged from the original NBA Jam. Players still have the ability to do all the crazy dunks from the original, and all actions (running, passing, shooting) can be enhanced by holding down the ""Turbo"" button. Turbo drains while active, and replenishes quickly when not in use. Players also have the series-staple ability to go on fire after making 3 unanswered scores in a row - giving the player temporary unlimited sprint and the ability to goal tend without being penalized. Small, but significant changes in the T.E. include slightly improved A.I., game speed, new dunks, and court changes matching the color of the home team. Up to four players can play at once, with the A.I. filling in any empty slots.More stats in the T.E.The most significant changes in the Tournament Edition are expanding each player's stats, and expanding each team's roster to three players (with some exceptions due to trades or retirement, such as Dallas, which only has two players). Players are graded from 0 to 9 in eight categories: Speed, Dunk, 3-Point, Block, Power, Clutch, and Pass. Stats directly affect a player's success for each particular action, and players can be substituted out at halftime to respond to the changing needs of the game. For example, the player can send in a player with high Power and Pass ratings if ahead, to minimize getting shoved or picked and secure their lead. If trailing in the 4th, send in players with a high Clutch rating. These changes bring an added level of strategy somewhat missing from the original.Every version of the game also contains the Tournament Mode, where all cheats, power-ups, and special characters are disabled. Players are challenged to beat all 27 NBA teams, with progress stored to their initials (inputted at the start of the game). If a player beats all challenging teams, they unlock new characters and challenges. In the Arcade version, this unlocked the ""???"" team for play, consisting of NBA All-Stars and secret characters. These characters would also populate opposing teams, and always come with the ""Quick Hands"" and ""Max Power"" power-ups (except in Tournament Mode). On consoles, beating Tournament Mode unlocks 2 new players for almost every team's roster, plus a new difficulty level.All versions of the game also include ""Power-up"" codes to input at the Tonight's Matchup screen. These are secret combinations of button presses and stick moves that grant abilities akin to cheats (such as infinite turbo and power dunks). Playing in Tournament Mode disables these.An owner dipswitch option in the Arcade allowed the winning team out of a game of four players to continue playing for free, adding extra incentive to beat any challengers lined up. </div>  <div> Teams & Players : Hotspots enabledSome additional modes were added for console releases, and could be individually toggled in the options screen off the main menu. ""Hot Spots"" place marked circles randomly around the court and reward the player with extra points (up to a 9-point shot) for sinking a basket while standing inside them. Each spot clearly displays its value within the circle. ""Power-up"" icons add randomly-appearing icons around the court that bestow an effect when touched (such as enhanced accuracy, instant ""on fire,"" or an earthquake knocking down all other players). Finally, some releases included a ""Juice"" mode that increased the game's speed by a factor of four. Once again, playing in Tournament Mode disables all of these.The console releases also added an ""Injury"" stat for each player. This stat increases as the player is repeatedly shoved to the ground, and decrease all his other stats proportionally. Substitutions are also increased for each quarter, encouraging injured players to be swapped out for a quarter and come back refreshed. It also adds a further layer of possible tactics, as a strong player could be shut down with repeated shoving.Console releases also include an optional ""Tag Mode"" where the player always control the athlete holding the ball. Passing to a player switches control to that player as soon as the ball connects. This mode can be helpful for anyone not content with the A.I. teammate's handling and decisions. </div> "
NFL '95,BlueSky Software,Sega,"November 15, 1994",gg,Sega Sports 1995 Football Entry for the Sega Genesis and Game Gear.,3030-4605,4605,0,,https://www.giantbomb.com/nfl-95/3030-4605/,ESRB: K-A,
NFL Quarterback Club '99,"Condor, Inc.",Acclaim,1994,gg,,3030-18346,18346,0,,https://www.giantbomb.com/nfl-quarterback-club-99/3030-18346/,ESRB: E,
NFL Quarterback Club 96,"Condor, Inc.",Acclaim,"October 27, 1995",gg,The third game in the NFL Quarterback Club series and the last to be released on 16-bit consoles.,3030-11504,11504,0,,https://www.giantbomb.com/nfl-quarterback-club-96/3030-11504/,ESRB: K-A," <div> Overview : NFL Quarterback Club 96 is a NFL-licensed football sim that was released in late 1995 on 16-bit and 32-bit consoles. It is the third game in the NFL Quarterback Club series, which at this point was entirely Acclaim's - they acquired the license from LJN, after being the Japanese publisher of the first two games. Future Acclaim studio Iguana Entertainment developed the console and DOS version of the game, while Condor Inc. - which was renamed Blizzard North the following year - handled the Game Boy release.The game has the NFL license and all the real team and player names are present. It features regular modes such as Preseason, Playoffs and Season as well as the Quarterback Challenge where the player's chosen quarterback must compete with others in various tests of skill. </div> "
NHL All-Star Hockey,Gray Matter Inc.,Sega,1995,gg,,3030-2488,2488,0,,https://www.giantbomb.com/nhl-all-star-hockey/3030-2488/,ESRB: K-A,
NHL Hockey,Park Place Productions,Electronic Arts,1995,gg,"NHL Hockey is an ice hockey game by EA Sports. For the Sega Mega Drive/Genesis, and PC, it's the first game in the NHL Hockey series.",3030-11129,11129,0,,https://www.giantbomb.com/nhl-hockey/3030-11129/,ESRB: K-A," <div> Overview : NHL Hockey was the first entry in a franchise that is now nearly two decades old, EA's NHL series. The game provided a much more realistic game than most (if not all) other ice hockey video games available at its release. NHL Hockey was the first  NHL-licensed title on the  Genesis, as well as the first game with an official NHL license since the 1980 Intellivision game  NHL Hockey. The Intellivision title was merely NHL-branded for marketing and featured no official teams in the game. EA's NHL Hockey does, however, feature licensed teams and logos. </div>  <div> Gameplay : The gameplay in NHL Hockey is similar to the game's successors. Players can pass, shoot, and hit, as well as fight. Fights will occasionally break out after hits and, unlike other games like  Blades of Steel, award no real advantage to the winner of the bout. The camera perspective is EA's characteristic vertical-scrolling view, rather than most other hockey games of the time which adopted a TV broadcast style.  </div>  <div> EA Hockey : The European release of the game was re-titled as EA Hockey and did not feature the NHL license. As a result, the teams in the game were national teams. However, the teams were merely cosmetic skins of the NHL teams featured in the North American product. </div> "
Ninja Gaiden,Japan System House,Sega,December 1991,gg,Ryu Hayabusa seeks revenge for the decimation of his clan and must recover a mystical sword. Take control of Ryu as he fights hundreds of tough enemy ninjas and more exotic foes with his trusty Dragon Sword.,3030-21876,21876,0,2004-03-02,https://www.giantbomb.com/ninja-gaiden/3030-21876/,ESRB: M," <div> Overview : Ninja Gaiden is a re-imagining of the classic arcade and NES franchise of 2D action platformers. Developed by Tecmo's Team Ninja exclusively for the Xbox, this action hack and slash game was praised for its fluid animations, deep fighting system, and intense difficulty. Players guide protagonist Ryu Hayabusa through sixteen chapters of combat, environmental exploration, and puzzle solving. It was later expanded with two free ""Hurricane Packs"" released through Xbox Live which improved the problematic camera, added a new quarterstaff weapon, implemented a new combat technique called the ""intercept"" which allowed for advanced counteracts, and included a large number of progressively harder stand-alone battles to extend the post-story content.Ninja Gaiden appears on the Xbox 360's backwards compatibility list. It originally suffered bouts of severe slowdown which interfered with the player's ability to properly time combos, but updates to the emulator eventually helped to reduce the problem. </div>  <div> Gameplay : Played from a third-person perspective, Ninja Gaiden specializes in fast, visceral 3D combat against multiple opponents including black ninjas wielding explosive throwing stars, armored soldiers with submachine guns and electrified blades, huge dinosaur-like demons which can breathe fire, and many more. These foes are highly aggressive -- unlike many similar games, they will not hesitate to coordinate their attacks to strike from multiple directions at once, executing continuous combos or devastating grapple moves to exploit any opening in the player's defenses. Every enemy in the game is fast, strong, and capable of dealing out lethal amounts of damage to send the player back to the previous save point.Fortunately, the player-controlled Ryu Hayabusa has a variety of upgradeable weapons at his disposal, superhuman agility which allows him roll safely away from enemy attacks and run several steps straight up most vertical surfaces, and the ability to cast a few different ""ninpo"" spells which can inflict heavy damage on one or more nearby foes. Fallen enemies also give off yellow essence which can be exchanged at shops for healing items, blue essence to heal up Ryu's wounds, and red essence to recharge his ninpo, and in the thick of battle, nearby essence can be absorbed to unleash immensely powerful ""Ultimate Techniques"" capable of slaying multiple enemies at a time.Combat can take place at virtually any point in the game, but between battles, players explore each level to find hidden items and solve puzzles to proceed to the next area. There are many variations on the theme of finding a key to pass through a particular locked door, as well as environmental puzzles where Ryu must use his wall-running ability or ledge-shimmying skills to avoid damage and gain access to a hard-to-reach place. In addition to free hidden healing items, most levels also include Golden Scarab jewels which can be exchanged at shops for unique items which cannot be obtained any other way.Weapons in the game include the Dragon Sword, a single katana considered the most balanced weapon in the game, nunchucks which sacrifice range for a greater attack speed, and a couple super-heavy weapons like the Dabilahro great sword and the War Hammer which are ideal for dishing out heavy damage against some of the slower, more heavily armored opponents. Each weapon can be improved at shops in the game to unlock new and more powerful combos. </div>  <div> Style : Some of the locales in the game include a traditional Japanese village, a futuristic airship, a modern military base, and ancient catacombs stretching deep beneath the evil Vigoor capital, evoking an anachronistic world similar to developer Team Ninja's Dead or Alive fighting game franchise. Enemy types vary in each level, and most chapters end with a particularly challenging boss encounter appropriate to the setting. </div>  <div> Story : Ryu Hyabusa visits Murai, leader of the ""Shadow Clan"" of Ninjas and his uncle. This visit is cut short when Ayane brings news that the Hayabusa village has been attacked. Ryu rushes to save his village, and the Dark Dragon Blade kept within it, but is struck down by a mysterious and powerful figure, who steals the cursed Dark Dragon Blade. Murai informs Ryu that the samurai that attacked the village was Doku, a Greater fiend from the Holy Vigoor Empire, and Ryu sets out on a quest for vengeance.To enter Tairon, the capital of Vigoor, Ryu stows away on an airship, and starts his search for Doku. In Tairon, Ryu travels to Hans Bar, to find out information, and meets Rachel. Rachel is a ""fiend hunter"" and the two converse.This is all being watched by Gamov and the Dark Disciple, whose identity is unknown, however as the story progresses, it is made clear that these two have been arranging events from behind the scenes.Ryu reaches a monastery, and after an exploration into the hidden underground, fights with Alma, a Greater Fiend and Rachel's sister. Ryu is victorious in the battle but Rachel cannot bring herself to strike the final blow, as she sees a small spark of humanity in Alma. This weakness results in Doku capturing Rachel. The battle in the monastery results in the military being alerted to the situation, and Ryu diverts to disrupt the armies communications, by destroying their tower.After destroying the communications tower, Ryu proceeds to the palace of Zarkahn, via the aqueduct, and eventually meets with Doku, who has Rachel as a prisoner. Ryu defeats Doku, and Rachel is freed, but no questions are answered and the Dark Dragon is with the Holy Vigoor Emperor. Doku vows he shall not be so easily defeated, and will bring about the Fiendish Awakening. Rachel seems to understand, and leaves before Ryu can stop her.Muramasa asks to see Ryu, and explains to him that the Dragon Sword has not reached its full potential, and needs a jewel to reach it. As Ryu travels on through the caverns and back to the center of Tairon, he realizes he has collected 3 stones that open up a pathway of portals that are activated on stone circles. This allows Ryu to find this jewel, and continue his fight for vengeance.The spirit of Doku has taken Rachel prisoner again, and uses her in a ritual to increase Almas power. Ryu defeats the Awakened Alma, and rescues Rachel, and leaves to deal with Doku, who has succeeded in bringing about the awakening. Ryu follows Doku to a labyrinth, and succeeds in killing his spirit, but as he dies, Doku passes on a blood curse to Ryu, turning him into a fiend. The sole way to relieve him of the curse and to retrieve the Dark Dragon is to kill the Emperor.Ryu infiltrates the palace of Zarkahn, and kills Marbus, the third greater fiend, to gain entry to the Emperors realm. Ryu eventually succeeds in killing the Emperor, but the caverns are falling down around him. He quickly rushes to the Dark Dragon Blade and is Rescued by Rachel. As they leave, the Dark Dragon Blade falls into the hands of the Dark Disciple, who has been watching all along. The Dark Disciple murders his assistant, Gamov, and reveals himself to be Murai. Harnessing the evil of the Dark Dragon Blade, Murai is turned into the Devil Incarnate, and fights with Ryu. Ryu is victorious and destroys the blade with his True Dragon Sword, shattering it. Despite Rachel wanting to stay with him, Ryu transforms into a Falcon and flies back to the Hayabusa Village, victorious.In a brief epilogue, Ryu lays the jewel back on Kureha's tombstone that it was found upon, in his village. </div> "
Olympic Gold: Barcelona '92,Tiertex,U.S. GoldSega JP,1992,gg,"The officially licensed game for of the 1992 Barcelona Olympics, Olympic was developed by U.S. Gold and released in 1992.",3030-10168,10168,0,,https://www.giantbomb.com/olympic-gold-barcelona-92/3030-10168/,," <div> Overview : Olympic Gold is an athletics game that was officially licensed for the Summer Games of 1992, held in Barcelona, Spain. Three different versions were released for the Sega Genesis/Mega Drive, Master System and portable Game Gear consoles.The game consists of seven separate events for players to compete in, either against the AI or up to four players. The events themselves display a wide range of the different types found in the real life Games, with the 100m, 110m Hurdles, Hammer, Archery, Pole Vault, Platform Diving and 200m Freestyle playable. </div> "
OutRun Europa,Probe Software,U.S. Gold,1992,gg,Drive through five levels in five different vehicles in this strange take on an arcade classic.,3030-8783,8783,0,,https://www.giantbomb.com/outrun-europa/3030-8783/,," <div> Overview : You escape a gang of thieves with five different vehicles at your disposal ranging from an (unlicensed) Corvette to a speedboat. The races are checkpoint based. The vehicles also have weapons built in. </div>  <div> Critical Reception : When the Game Gear version was released Electronic Gaming Monthly issued the following scores, 5,7,7,7 adding, ""...the action on this cart is almost as good as the arcade version. The ride in this game is smooth as silk and loads of fun to boot"". </div> "
Pac-Attack,Now Production,Namco,June 1994,gg,Pac-Man enters the lucrative world of falling block puzzles.,3030-13943,13943,0,1993-01-01,https://www.giantbomb.com/pac-attack/3030-13943/,ESRB: E," <div> Overview : Pac-Attack is a  Pac-Man spin-off, in the same vein as  Tetris and/or  Dr Mario. It is based somewhat on Namco's earlier game Cosmo Gang: The Puzzle, an Arcade and Super Famicom game released the previous year.Pac-Attack has been released on many different systems. The original version was released on the Super Nintendo and Sega Genesis in late 1993, closely followed by the Game Boy and Game Gear versions. An enhanced port was released on the Philips CD-i with the name Pac-Panic. It has also been released in many Namco and Pac-Man compilations, and the SNES version was rereleased on the Wii's Virtual Console.  </div>  <div> Gameplay :  Pac-Attack ScreenThe object of the game is to clear rows of blocks by getting them into straight lines; however, most of the falling puzzle pieces also have ghosts attached which take up valuable space where blocks could be stored. The solution to this problem is Pac-Man himself. Every once in a while a Pac-Man piece will fall, and all the ghosts on the board will turn blue. If the Pac-Man piece is situated in an area where he can easily catch any ghosts he will remove them from the grid.The game offers a standard ""Normal Mode"" in which the game plays out as described above, as well as a ""Puzzle"" mode in which the player is given a limited number of Pac-Man to eat the various ghosts. </div>  <div> Critical Reception : When the SNES version was released Electronic Gaming Monthly gave the review scores of 8,7,7,8 and 8 out of ten. Mike Weigand wrote, ""No, don't laugh, just try it! This game looks like nothing but once you start playing you will not be able to stop! The three games are addictive, and the two-player competition will have you and a friend playing until you drop!"". </div> "
Pac-Man,Namco,Namco,1991,gg,Tengen version of PAC-MAN for NES,3030-55512,55512,0,,https://www.giantbomb.com/pac-man/3030-55512/,,
Paperboy,Tengen,Tengen,1991,gg,"Also called (colloquially) Paperboy 64, this is a 3D reimagining of the classic arcade game. A PlayStation version was also planned, but never released.",3030-60211,60211,0,1999-10-31,https://www.giantbomb.com/paperboy/3030-60211/,ESRB: E,
Paperboy 2,"Manley and Associates, Inc.",Tengen,December 1993,gg,"Like in the original Paperboy, Paperboy 2 features a boy who delivers papers.",3030-17563,17563,0,,https://www.giantbomb.com/paperboy-2/3030-17563/,," <div> Overview : Paperboy 2 is the follow up to Atari's minor Arcade hit Paperboy and features identical gameplay. The goal is to deliver papers to all the houses specified by the player's route, while occasionally scoring bonuses by ""shooting"" excess papers at various targets along the way. The player must also avoid all the obstacles along the street, which range from traffic to dogs to RC cars to the Grim Reaper. The game was developed specifically for early 1990s computers and consoles; unlike the first, it never began life as an Arcade game.Unlike the original Paperboy, Paperboy 2 also features a girl who delivers papers. The player must also deliver papers to houses on either side of the street, whereas in the first the player simply had the one side to consider. Achieving certain objectives during the run, like foiling a criminal mid-robbery, will put the Paperboy on the front page of the newspaper that appears at the end of the stage. </div> "
Pete Sampras Tennis,Codemasters,Codemasters,1994,gg,"A tennis game by Codemasters for the Genesis and Game Gear, featuring professional tennis player Pete Sampras.",3030-15647,15647,0,,https://www.giantbomb.com/pete-sampras-tennis/3030-15647/,, <div> Overview : Pete Sampras Tennis is a tennis game developed and published by Codemasters for the Genesis and Game Gear platforms.The Genesis version of the game used what is called a J-Cart. The J-Cart contained two more controller ports on the front of the game cartridge itself allowing up to four players without the need of a multitap.  </div> 
PGA Tour Golf,Tengen,Tengen,1994,gg,"The first in a long-running series of golf simulation games by Electronic Arts, featuring officially-licensed courses and opponents from the PGA Tour.",3030-6799,6799,0,,https://www.giantbomb.com/pga-tour-golf/3030-6799/,," <div> Overview : PGA Tour Golf is a golf simulation game developed by Sterling Silver Software and published by Electronic Arts for MS-DOS PCs in 1990.The first in a long-running series of golf games released by Electronic Arts, PGA Tour Golf features official licensing with the PGA Tour organization and includes recreations of official Tournament Players Club courses, text commentary from featured professional golfers, and tournament statistics from real-life tournaments.Along with three recreated U.S. courses (TPC Avanel in Potomac, Maryland, PGA West Stadium Course in La Quinta, California, and TPC at Sawgrass in Ponte Vedra Beach, Florida), the game includes a fourth fantasy course (Sterling Shores).It was ported to the Sega Genesis and to both Amiga and Macintosh computers in 1991, to the Super Nintendo Entertainment System in 1992, to the Sega Master System in 1993, and to the Game Gear in 1994. The SMS and GG versions were published by Tengen, while the Amiga and SMS versions were only released in Europe. An expansion pack for the Amiga version (known as the Tournament Course Disk) was released in 1992, including three courses added in PGA Tour Golf II. The SNES version was released as part of Electronic Arts Sports Network (EASN) and replaced Sterling Shores with TPC at Eagle Trace from PGA Tour Golf II. </div> "
PGA Tour Golf II,Polygames,Time Warner Interactive,1995,gg,"The sequel to the Genesis version of Electronic Arts' first golf game, now with three additional courses and a new game mode based on the Skins Game tournament.",3030-21954,21954,0,,https://www.giantbomb.com/pga-tour-golf-ii/3030-21954/,," <div> Overview : PGA Tour Golf II is a golf simulation game developed by Polygames and published by Electronic Arts for the Sega Genesis in 1992. In North America, it was released as part of their EA Sports label. The game was later ported to the Game Gear in 1995, co-published by Time Warner Interactive.The sequel to the Genesis version of PGA Tour Golf, PGA Tour Golf II builds on the original's three main courses (TPC at Sawgrass, TPC at Avanel, and PGA West Stadium) with three new courses: TPC at Southwind (located in Memphis, Tennessee), TPC at Eagle Trace (located in Coral Springs, Florida), and TPC at Scottsdale (located in Scottsdale, Arizona). It also features higher-quality graphics and a new game mode based on the PGA Tour's Skins Game event.The new courses were later brought back to certain versions of the original game, with the Amiga version receiving these courses as an expansion disk (Tournament Course Disk) and the SNES version replacing the fantasy course with TPC at Eagle Trace. </div> "
