Title,Developer,Publisher,Release date NA,console,deck,guid,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
NBA Live 95,Hitmen ProductionsEA Canada,Electronic Arts,November 1994,genesis,The 1994-1995 edition of the Electronic Arts NBA-licensed franchise.,3030-3091,3091,0,,https://www.giantbomb.com/nba-live-95/3030-3091/,ESRB: E," <div> Overview : All New Play CallingNBA Live '95 is the annual EA Sports NBA Live game for the 1994-95 season, released in late 1994 for PC, SNES and Genesis. It has all the necessary licenses to depict actual team names and players.NBA Live 95 included all 27 NBA teams and an all new season mode. It also featured an extensive strategy package with 46 offensive plays and four defensive sets to choose from while in-game. The player can control offensive and defensive match-ups along with dunks, and lay-ups. Fully featured player control added passing while on the run and the introduction of ""Turbo"" mode.  </div> "
NBA Live 96,Hitmen ProductionsEA Canada,Electronic Arts,November 1995,genesis,EA Sports's NBA game for the 1996 Season.,3030-20257,20257,0,,https://www.giantbomb.com/nba-live-96/3030-20257/,ESRB: K-A," <div> Overview : NBA Live 96 is the 1995 edition of EA Sports's annual basketball series and was released for the SNES, Genesis, Game Boy, DOS and Sony PlayStation systems. It was the first game in the series to be released for the PlayStation.The game includes the usual tweaks that every annual edition saw, but also the inclusion of create-a-player and free agent pool features. It also persists with the trademark isometric perspective, but other camera options are available for the DOS and PlayStation versions, which featured ""virtual stadium technology"" to give players whichever angle of the court they wished. </div>  <div> Game Boy Version : The Game Boy version of NBA Live 96 was developed by  Tiertex Design Studios and published by  Black Pearl Software. </div> "
NBA Live 97,NuFXHitmen Productions,Electronic Arts,November 1996,genesis,"NBA Live '97 featured Mitch Richmond of the Sacramento Kings on the cover, the first in the series to dedicate the cover to a single player.",3030-1356,1356,0,,https://www.giantbomb.com/nba-live-97/3030-1356/,ESRB: K-A," <div> Overview : NBA Live 97 is the third game in EA Sports' basketball series NBA Live and the first to be released on the Sega Saturn. The 32-bit versions of the game featured 3D polygonal players: the first game in the series to do so. 16-bit versions continued to use sprites and the franchise's distinctive angled perspective of the court.The game uses the 1996-97 NBA roster, and includes all 29 teams as well as two All-Star teams and space for four custom teams. It would be followed by NBA Live 98, the last 16-bit game in the series. </div> "
NBA Live 98,NuFXTiertex,Electronic Arts,November 1997,genesis,"The fourth game in EA Sport's annual basketball franchise, featuring Tim Hardaway (then of the Miami Heat) on the cover.",3030-15170,15170,0,1997-10-10,https://www.giantbomb.com/nba-live-98/3030-15170/,ESRB: K-A, <div> Overview : NBA Live 98 is a multiplatform basketball game and the fourth game in the NBA Live series from EA Sports. The game was the last in the series to be released on the Sega Genesis and the Super Nintendo Entertainment System. It features all the teams and players of the 1997/98 NBA season. NBA Live 98 was the first basketball game to use digitised photos of real players for in-game faces. However the use of unchanging still photos meant that the player's expression would never change throughout the course of the game. </div> 
Scribblenauts Showdown,EA Creative Development,Electronic ArtsNA/PALElectronic Arts VictorJP,"June 21, 1994",genesis,Scribblenauts returns with a multiplayer party game.,3030-65364,65364,0,2018-03-06,https://www.giantbomb.com/scribblenauts-showdown/3030-65364/,PEGI: 12+,
NCAA Final Four Basketball,Bitmasters,Mindscape,February 1995,genesis,A college basketball game for the Sega Genesis and Super Nintendo. The inaugural game in the NCAA Final Four series.,3030-52965,52965,0,,https://www.giantbomb.com/ncaa-final-four-basketball/3030-52965/,," <div> Overview : NCAA Final Four Basketball is a basketball game for 16-bit consoles. It features the National Collegiate Athletic Association Basketball organization and includes all sixty-four teams - from all four regions - in the 1995 NCAA Men's Division 1 Basketball Tournament. The game is more simulation-based than Arcade-based, unlike NBA Jam and its contemporaries.It features two practice modes: one for learning the game's controls and the other to practice the game's free throw mini-game. The player can play a one-off exhibition match or set up the full sixty-four team tournament and try to make it to the final four. </div> "
NCAA Football,Software Toolworks,Mindscape,December 1994,genesis,"The first football game to feature the NCAA license and its associated teams, predating EA's use of the license by several years.",3030-15972,15972,0,1994-10-13,https://www.giantbomb.com/ncaa-football/3030-15972/,ESRB: K-A," <div> Overview : NCAA Football is an American football game developed by The Software Toolworks and published by Mindscape for Genesis and SNES. It features multiple real teams from the NCAA (National Collegiate Athletic Association) competing via a horizontally-oriented perspective. NCAA Football was released several years before EA Sports would procure the name and license for their NCAA Football series: at the time, EA Sports's college football games were known as Bill Walsh's College Football. </div>  <div> Gameplay : NCAA Football uses American college football rules and contains two game modes. The two play modes are tournament and exhibition.The game features sixteen college football teams, all of which are used as part of the games tournament mode. </div> "
Newman-Haas Indy Car Featuring Nigel Mansell,Gremlin GraphicsSpidersoft,Acclaim Entertainment,December 1994,genesis,A 16-bit Indy Car driving game developed by Gremlin Interactive in 1994.,3030-28377,28377,0,,https://www.giantbomb.com/newman-haas-indy-car-featuring-nigel-mansell/3030-28377/,," <div> Overview : Newman-Haas Indy Car Featuring Nigel Mansell (JP: Nigel Mansell Indy Car) is a racing game based on the 1994 Indy Car circuit in the US and Australia and is endorsed by both UK Indy Car/Formula 1 driver Nigel Mansell and the Newman-Haas racing team. It is the spiritual sequel to Nigel Mansell's World Championship.The game uses a first-person cockpit perspective for its races, and sprite scaling for the actual racing. The driving action is depicted on the bottom half of the screen, while the top half is taken up by a HUD used to display information such as the car's status, location on the track and the player's lap times. The player can choose to run a qualifying lap before starting a course, and may also practice the course to their heart's content.The game was released on both the Super Nintendo and Genesis in late 1994.  </div> "
NFL '95,Double Diamond Sports,Sega,"November 15, 1994",genesis,Sega Sports 1995 Football Entry for the Sega Genesis and Game Gear.,3030-4605,4605,0,,https://www.giantbomb.com/nfl-95/3030-4605/,ESRB: K-A,
NFL Football '94 Starring Joe Montana,BlueSky Software,Sega,November 1993,genesis,"The second installment in Sega's licensed football series following Sportstalk Football '93. The title was changed to the simpler NFL Football '94. Football '94 was endorsed by both the NFL and the NFLPA, as such the game contained over 800 players from all 28 teams based on the 1992 season.",3030-164,164,0,,https://www.giantbomb.com/nfl-football-94-starring-joe-montana/3030-164/,," <div> Features : On the gridiron, NFL Football '94 featured authentic team playbooks, an improved passing game and increased speed bursts leading to many games being offensive slug-fests.  Other in game features included audibles, screen passes, 360 degree spins, diving catches and instant replays. Thanks to the 16mb battery powered save feature, NFL Football '94 Starring Joe Montana allowed users to play an entire 16 game Football season including the playoffs and the Superbowl.  Users could select team schedules from the 1991, 1992 and 1993 seasons. Battery backup allowed users to track team standings as well as league leaders in passing, rushing, sacks, etc.   Stats were presented in a weekly round up made to look like the pages of a newspaper called 'SEGA Sports Page', This game introduced a lower viewing angle while playing offense referred to as ''Behind the QB'', which would soon become the standard viewing angle for most NFL Football video games.  The camera system also featured a action-zoom feature which was met with middling reactions.   The play calling in this game was provided by Lon Simmons the  legendary sportscaster for both San Francisco's NFL and MLB franchises, the 49ers and Giants respectively. </div>  <div> Put On Your Game Face! : As the game manual states; ""You thought '93 was intense? Then NFL Football '94 Starring Joe Montana will really blow your dome!""  </div> "
NFL '98,Spectacular Games,Sega,"October 25, 1997",genesis,"An Sport game for Sega Genesis platform. It's also known as ""NFL Prine Time 98"".",3030-73894,73894,0,1997-05-14,https://www.giantbomb.com/nfl-98/3030-73894/,,
NFL Quarterback Club '99,Iguana Entertainment,Acclaim Entertainment,March 1995,genesis,,3030-18346,18346,0,,https://www.giantbomb.com/nfl-quarterback-club-99/3030-18346/,ESRB: E,
NFL Quarterback Club 96,Iguana Entertainment,Acclaim Entertainment,"October 27, 1995",genesis,The third game in the NFL Quarterback Club series and the last to be released on 16-bit consoles.,3030-11504,11504,0,,https://www.giantbomb.com/nfl-quarterback-club-96/3030-11504/,ESRB: K-A," <div> Overview : NFL Quarterback Club 96 is a NFL-licensed football sim that was released in late 1995 on 16-bit and 32-bit consoles. It is the third game in the NFL Quarterback Club series, which at this point was entirely Acclaim's - they acquired the license from LJN, after being the Japanese publisher of the first two games. Future Acclaim studio Iguana Entertainment developed the console and DOS version of the game, while Condor Inc. - which was renamed Blizzard North the following year - handled the Game Boy release.The game has the NFL license and all the real team and player names are present. It features regular modes such as Preseason, Playoffs and Season as well as the Quarterback Challenge where the player's chosen quarterback must compete with others in various tests of skill. </div> "
NFL Sports Talk Football '93 Starring Joe Montana,BlueSky Software,Sega,November 1992,genesis,"The third Joe Montana football game for Genesis was the second to have the ""Sports Talk"" live commentary tech and the first to carry the NFL license.",3030-8073,8073,0,,https://www.giantbomb.com/nfl-sports-talk-football-93-starring-joe-montana/3030-8073/,," <div> Overview : NFL Sports Talk Football '93 Starring Joe Montana is the third game in Sega's own football series for Genesis featuring the likeness and endorsement of San Francisco 49ers QB Joe Montana, though the first in the series to have the NFL and NFLPA licenses. It also brings back the ""Sports Talk"" tech that combined voice clips to provide relevant live commentary on the game; the tech was first introduced in this game's immediate predecessor, Joe Montana II: Sports Talk Football.Like its predecessors, and unlike its main rivals the EA Madden NFL franchise, the football field is depicted horizontally. Players are initially zoomed out when kicking or passing, but the action gets closer once a player is taking the ball to the end zone. </div> "
NHL '94,High Score Productions,Electronic Arts,September 1993,genesis,The 1994 entry in EA's ice hockey series. It is widely considered the best of the NHL series and one of the best hockey games ever made.,3030-20166,20166,0,1993-03-15,https://www.giantbomb.com/nhl-94/3030-20166/,," <div> Overview : NHL 94 is a vertically-oriented ice hockey simulation based on the same game engine behind NHLPA 93. NHL 94 makes playable all NHL teams (active at the end of the 1993 season), complete with robust (though incomplete) player rosters, in addition to the East and West conference All-Star teams. Various player attributes (e.g. speed, aggression, shot) are ranked based on a 100 point system and affect the way players perform in the game. </div>  <div> New Features Introduced : These features were added from EA Sports's previous game NHLPA 93:Goalie ControlShootout GamePenalty ShotsBench and Board Checks3 or 4 Player Compatible with Adapter (5 players on SNES)1992-93 Player Ratings & RostersVariable Player Ratings when on Hot/Cold StreaksSave Player Records for each playerSave User Standings and RecordsOne-times and Special Moves by Selected PlayersNew Player StatsFlip PassesReverse-Angle ReplayClear the zone while killing penaltiesAutomatic Line Changes (can manually change lines at play stoppage)Tougher Computer DefenseTougher GoaliesComputer Shooting Scoring MovesPlayer and Team CardsPlayer Profiles with 144 Player PicturesLogan Organ Music matches Home ArenaTeam logos at center iceNew crowd animationsNo fighting or bloodPeriod StatsMore kinds of game statsTwo expansion teams (Anaheim and Florida) </div>  <div> Innovation : NHL 94 has been lauded as one of the best sports games ever made. It iterated on the innovative NHLPA 93 engine, adding smoother sprite animation and a host of new gameplay mechanics. Perhaps the most important of the newly introduced gameplay features was the ability to perform a one-timer. (For the non-initiated, a one-timer is when the puck is passed to a player and the intended recipient shoots the puck immediately, without pause.) The one-timer proved to be one of the most accessible scoring options in the game. Scoring was also made easier by the inclusion of a more robust deke mechanic with NHL 94 (at least in the SNES version of the game). In addition, players were also able to save their user records.NHL 94 also evolved from its predecessor by reducing the frequency of slap-shot goals scored through the goalie’s five-hole and stopping the ability to run into the goalie and have the puck the active player was carrying drift into the net. Perhaps the most conspicuous feature included in NHLPA 93 and omitted from NHL 94 was the ability to fight opponents. Fighting returned with NHL 95. </div>  <div> Game Modes : Regular SeasonPlayoffsBest of Seven PlayoffsShootoutExhibition </div>  <div> NHL Teams & Rankings : The following is a chart of the 26 NHL teams featured in NHL 94 and their rankings, strengths and weaknesses. These stats appear in the manual and the Team Selection screen. For the All Star East and West teams their home arena is Madison Square Garden.TeamOverall RatingHome AdvAway DisadvPower PlayPenalty KillingAnaheim Mighty Ducks51LowLowInsignificantWeakBoston Bruins76HighAverageStrongAverageBuffalo Sabres73HighAverageNormalStrongCalgary Flames75LowLowInsignificantStrongChicago Blackhawks78HighAverageNormalStrongDallas Stars67LowLowNormalStrongDetroit Red Wings75LowLowStrongAverageEdmonton Oilers67AverageHighInsignificantWeakFlorida Panthers52LowLowInsignificantWeakHartford Whalers66LowLowInsignificantWeakLos Angeles Kings74AverageAverageNormalWeakMontreal Canadiens73HighAverageNormalAverageNew Jersey Devils68AverageHighNormalAverageNew York Islanders66LowLowStrongAverageNew York Rangers74AverageAverageNormalAverageOttawa Senators55LowLowInsignificantWeakPhiladelphia Flyers69HighHighInsignificantWeakPittsburgh Penguins75HighAverageStrongStrongQuebec Nordiques71LowLowStrongAverageSan Jose Sharks56AverageHighInsignificantWeakSt. Louis Blues69HighAverageStrongStrongTampa Bay Lightning56LowLowInsignificantWeakToronto Maple Leafs72AverageAverageStrongStrongVancouver Canucks71AverageAverageInsignificantWeakWashington Capitals70AverageAverageStrongStrongWinnipeg Jets72AverageAverageNormalAverageTop Rated PlayersOnly 10 players had an overall rating of 90 or higher in NHL 94, they were the following:PlayerOverall RatingPositionTeamMario Lemieux100ForwardPittsburgh PenguinsRay Bourque99DefenseBoston BruinsEd Belfour98GoaltenderChicago BlackhawksAlexander Mogilny96ForwardBuffalo SabresSteve Yzerman95ForwardDetroit Red WingsPatrick Roy94GoaltenderMontreal CanadiensAdam Oates93ForwardBoston BruinsPat Lafontaine91ForwardBuffalo SabresPavel Bure90ForwardVancouver CanucksTeemu Selanne90ForwardWinnipeg Jets </div>  <div> Skater Attributes : The skaters (defensemen, forwards) have an overall rating that is comprised from the average of the following attributes:EnergyAgilitySpeedOffensive AwarenessDefense AwarenessShot PowerShot AccuracyPass AccuracyStick HandlingEnduranceAggressivenessCheckingGoaltender AttributesLike the skater attributes, the goaltenders have an overall rating comprised of the average of the following attributes:AgilitySpeedGlove HandDefensive AwarenessPuck ControlStick RightStick LeftGlove RightGlove Left </div>  <div> Penalties in NHL 94 : Holding - Illegally grabbing or pinning a player so he can't move.Roughing - Unnecessary roughness or causing an injury.Slashing - Deliberately hitting an opponent with the stick in an attempt to obstruct or intimidate him.Cross Check - Lifting the stick off the ice with both hands and using it to check an opponent.Tripping - Tripping the puck carrier, the referee has to believe there was no attempt to capture the puck.Hooking - One player's attempt to ""hold up"" the other player with his stick.Charging - Slamming into a player after two or more deliberate strides in his direction.Interference - Called when a player interferes with the opposing goalie in the crease or on his way to the crease. </div>  <div> Game Bugs in Genesis/SNES Versions : Game freezes and error message appears, most likely occurs if the console is bumped while playing.Skater can get a ""boost of speed"" after being checked into the boards.Skater ""freezes"" on a one timer and gets stuck in the shooting position.A player can pull off a ""double shot"" when missing the initial shot but then will shoot it on the second attempt, although no animation will occur for the 2nd shot.When passing a puck directly at the goal it can occasionally go in as a goal and slide ""underneath"" the goalie.Puck is shot out of the rink and floats from the crowd back into the rink.An opponent's penalty shot can be cancelled if the player changes goalies before his skater can take the shot.Occasionally on a one-timer goal, the person who passed on the one timer gets two assists for the goal.In the Saturn CD Version the goalie can ""fall apart into pieces"" after being scored on. </div>  <div> Differences Between SNES and Genesis Versions : The Genesis and SNES versions of the game are mostly similar but differ in some ways. The main menu looks rather different from one version to the next, the SNES version adopting a much more basic design. There are also slight graphical differences during gameplay. Possibly the most significant difference is that the SNES version will not track players' statistics from one game to the next (for example, to see which player on a team is leading in goals scored during playoff mode). </div>  <div> Ron Barr's Quotes : Welcome to a sold out {insert arena], home of the [insert home team]Hi I'm Ron Barr for EA Sports... and in goal tonight [goalie name] for [team] and [goalie name] for [opposing team]For [team name], [player name] is on a hot streak, but [player name] is on a cold streak.The [arena] crowd record is [number] db.Hit the Start button to begin, Use the A and C to cycle through menus.Lately [team name] has been playing well ... [team name] has been playing extremely well. </div>  <div> Special : A version of NHL 94 was released on the PlayStation 2 version of NHL 06. It was based on the Sega Genesis version. However due to copyright, lacked the official NHL rosters of the time. There was also a European version of the game released as NHL Hockey 94. </div>  <div> Cover Athletes : Tomas Sandstrom of the Los Angeles Kings shooting against Andy Moog of the Boston Bruins. </div>  <div> PC Release System Requirements : Minimum CPU Class Required: 80396Minimum OS Class Required: DOS 4.0 to 6.22Minimum RAM Required: 2 MBMedia Type: 3.5 "" Floppy Disk, CD-RomMinimum CD-Rom Speed Required: 1XVideo Modes Supported: VGASound Devices Supported: Adlib, PC Speaker, Roland MT-32, Sound BlasterInput Devices Supported: Gravis Gamepad, Joystick (Analog), Keyboard, Mouse </div>  <div> Critical Reception : Electronic Gaming Monthly gave the game scores of 9,8,8,8. Ed Semrad wrote, ""... a must for any sports fan. EA is getting closer to making the ultimate hockey game"". Mike Weigand wrote, ""...Loads of new features have been added to NHL '94. Now there are four players with 2-on-2, or any combination you may like. Other new features include real players' stats from the previous season, including faces and streaks. They also have the new logos and each team's rink music. The level of detail, from the crowd scenes to the control is great"". </div> "
NHL 95,High Score ProductionsDouble Diamond Sports,Electronic Arts,September 1994,genesis,The 4th game in the NHL hockey franchise from EA Sports. It was released for the 1994-1995 NHL season.,3030-15126,15126,0,,https://www.giantbomb.com/nhl-95/3030-15126/,ESRB: K-A," <div> Overview : The SNES and Genesis releases of the game feature significantly improved graphics from years past.Also introduced in NHL 95 is the ability to play through a complete NHL season controlling a team. The user has the freedom to trade and sign players. They can also create their own hockey players. The user is given ""300 Points"" that can be allocated to various categories.Categories for create a player include...AgilityDefensive AwarenessPuck ControlStick RightStick LeftGlove RightGlove LeftThe game also introduces fake shots, drop passes, and the ability to go down to the ice to block a shot. Line Changes and Instant Replay are also available in NHL 95. </div>  <div> Game Modes : Exhibition - Team 1 vs Team 2Season - Players pick a team and play an entire 84 game season (season is now 82 games). Following an NHL Season the game also shows screens of which player won which award, including the Vezina Trophy, Hart Trophy, and Conn Smythe for playoffs.Playoffs - Players pick a team and the game randomizes a playoff bracket. The player also has the option to make it single elimination or the traditional best of 7 games for each series.Practice - Pick a team and practice passing, shooting, and skating around.Game with Trades - Whenever someone makes trades, signings, etc, the player can pick this mode in order to have access to them. The game features an internal General Manager that approves or denies trades depending on how even they were.Shootout - Each team takes turns in the shootout with 5 various players. It is one on one with the shooter and goalie. </div>  <div> Cover : The cover of the game features New York Ranger Alexei Kovalev scoring on Vancouver Canucks goalie Kirk McLean in the 1994 NHL Stanley Cup Finals. This would be the second to last time that the cover of the game featured two athletes. NHL 96 would be the last to do this. </div>  <div> Team Ratings : This is a list of each team and their corresponding rating out of 100 in the game.TeamRatingMighty Ducks of Anaheim58Boston Bruins77Buffalo Sabres78Calgary Flames77Chicago Blackhawks83Dallas Stars71Detroit Red Wings79Edmonton Oilers69Florida Panthers65Hartford Whalers64Los Angeles Kings73Montreal Canadians76New Jersey Devils73New York Islanders66New York Rangers79Ottawa Senators58Philadelphia Flyers71Pittsburgh Penguins78Quebec Nordiques69San Jose Sharks70St. Louis Blues79Tampa Bay Lightning64Toronto Maple Leafs75Vancouver Canucks75Washington Capitals70Winnipeg Jets70The game also features teams for the Eastern and Western All Stars. </div> "
NHL 96,High Score Entertainment,Electronic Arts,"October 6, 1995",genesis,The fifth game of the NHL franchise from EA Sports. It was released for the 1995-1996 NHL season.,3030-7706,7706,0,1995-10-26,https://www.giantbomb.com/nhl-96/3030-7706/,ESRB: K-A," <div> Overview : NHL 96 is a hockey game and part of EA Sports' annual series licensed by the National Hockey League. This iteration of EA's NHL franchise had fighting return to the gameplay in addition to adding double minor penalties. It features all the rosters and teams from the 1995-96 season. The graphics for the PC version of the game used 2D sprites on a 3D background. The game did not see a Saturn or PlayStation version, though NHL 97 would.The cover features Detroit Red Wings captain Steve Yzerman and New Jersey Devils captain Scott Stevens battling for a puck. NHL 96 represents the last year that more than a single athlete is featured on the cover of the game. </div> "
NHL 97,High Score Entertainment,Electronic Arts,"September 24, 1996",genesis,"The 6th game of the NHL franchise from EA Sports, it was the first to feature 3D Motion Capture in the PC, PlayStation and Saturn versions.",3030-18663,18663,0,,https://www.giantbomb.com/nhl-97/3030-18663/,ESRB: K-A," <div> Overview : NFL 97 is a hockey sim and the annual title in EA Sport's NHL franchise for the 1996/97 season. It was the first game in the series to be released on the fifth generation of consoles, specifically the Sega Saturn and Sony PlayStation. These versions of the game (along with the PC version) featured 3D graphics and motion-captured models, also a first for the series. Other features include:Play By Play commentary is provided by Vancouver Canuck's announcer Jim Hughson.National teams added: USA, Canada, Russia and Europe.For the first time, the game includes NHL Skills Competition and players participate in the Hardest Shot, 2 on 0 Goalie Drills, Accuracy Shooting, Fastest Skater and other well known competitions.Each team has one player that had a ""special skill"" (15 different skills), such examples would by Buffalo Sabre Rob Ray being able to ""body check anyone while having control of the puck"" and Joe Sakic (and Mark Messier) being able to pull off a ""wrong footed wrist shot"", Mike Modano's ""deke"", Doug Gilmour's / Sergei Fedorov ""drop pass"", Jeremy Roenick's ""backhand spin"", Peter Forsberg's ""deke"", Mario Lemiuex's ""behind the back shot"" and Teemu Selanne's ""quick stop shot"".Games start with either the American or Canadian National Anthem, depending on which arena is being played in.All Time User Stats are saved to battery (up to 8 different users) to keep track of personal records and ""all time records"" and can have 4 concurrent Franchise Seasons.Over 650 different NHL Players featured.All the rosters and teams from the 1996-97 NHL Season.""Goalie Mask View"" provides a detailed look at 30 different NHL Goalie mask designs.Up to eight people can play at once (depending on system, not available on Sega Genesis/SNES versions).Players display their name and number on the enhanced versions on PC, Saturn and PlayStation (even the created players).Online matching making available using phone modem with local players. </div>  <div> Penalties in NHL 97 : Charging (2 min MINOR) : Applying a body check after taking more then two deliberate strides toward the opponent.Cross Check (2 min MINOR): Hitting an opponent with both hands on the stick and no part of the stick on the ice.Fighting (5 min MAJOR): A fight is initiated the moment the gloves are dropped.High Sticking (2 min MINOR): Carrying the stick above shoulder level when skating towards an opponent.Holding (2 min MINOR): Using the hands to grab either an opponent or his stick.Interference (2 min MINOR): Any contact with the opponent's goalie while he is in possession of the puck and within the crease.Roughing (2 min MINOR): A particularly ruthless Charging infraction.Slashing (2 min MINOR): Using the stick to hit, or attempt to hit, an opposing player.Tripping (2 min MINOR): Toppling the opponent by means of either the stick, knee, foot, arm, hand, or elbow. </div>  <div> Team Rankings  : TeamsEven StrengthPower PlayPen KillingGoaltending Anahiem Mighty Ducks18th  25th17th 10th  Boston Bruins8th11th 20th 17th  Buffalo Sabres20th 20th 6th 16th  Calgary Flames15th 12th 22nd 8th  Chicago Blackhawks6th15th 3rd 5th  Colorado Avalanche2nd 2nd 7th 9th  Dallas Stars22nd23rd 21st 19th  Detroit Red Wings1st3rd 1st 1st  Edmonton Oilers21st21st 18th 24th Florida Panthers 7th16th 9th 6th Hartford Whalers 19th13th 14th 15th Los Angeles Kings 23rd14th 10th 23rd Montreal Canadians 9th8th 13th 12th New Jersey Devils 12th24th 4th 2nd New York Islanders 24th10th 24th 25th New York Rangers 5th5th 14th 7th Ottawa Senators 26th26th 25th 21st Philadelphia Flyers 3rd6th 2nd 4th Phoenix Coyotes 17th7th 23rd 22nd Pittsburgh Penguins 4th1st 8th 20th San Jose Sharks 25th19th 26th 26th St. Louis Blues14th18th 10th 11th Tampa Bay Lightning 11th4th 5th 13th Toronto Maple Leafs13th9th 11th 14th Vancouver Canucks16th 17th 15th 18th Washington Capitals 10th22nd 12th 3rd   </div>  <div>   :  John Vanbiesbrock, Goaltender of the Florida Pantthers   </div>  <div> Cover Athlete : Minimum CPU Type: PentiumMinimum CPU Speed: 75 MHzMinimum RAM Required: 8 MBMinimum Hard Disk Space: 25 MBMinimum OS Version 95.0Graphics Type: SVGAGraphics Resolution: Multiple ResolutionsColor Depth: 256 Colors </div>  <div> System Requirements for PC Release : First NHL game from EA Sports to only feature one athlete on the cover, every cover since has only had one cover athlete. </div> "
NHL 98,High Score Entertainment,Electronic Arts,"October 31, 1997",genesis,The 7th game of the NHL franchise from EA Sports. It was the last to be released on 16-bit systems.,3030-18845,18845,0,1997-09-30,https://www.giantbomb.com/nhl-98/3030-18845/,ESRB: K-A," <div> Overview : NHL 98 is EA's yearly NHL franchised hockey game for the 1997 season. For the first time, the series includes National Teams. Although the developers were unable to get the official Nagano Olympic license, they were able to have national teams with corresponding rosters. EA also introduced for the first time in their NHL series 3Dfx Glide support which dramatically changed their graphics from previous years (although the SNES and Genesis versions of the game continued to look like the previous 2D games). The game was the last NHL game to be released on SNES and Genesis.Peter Forsberg of the Colorado Avalanche is the game's cover athlete. Mario Lemiuex appears in the Saturn version of the game, although he had already retired at the end of the 1996-97 NHL Season.  </div>  <div> Gameplay : Exhibition: Single game, pick a team and one for the opponent and face against the computer or a friend.Season: Play all 82 games of the 1997-98 NHL season, trade players, sign free agents and go through the ups and down of a full season.Practice: Try situations like penalty kills, power plays, odd man rushes. Select how many players desired versus how many players the opposing teams have.Skill Challenge: Try some of the challenges that have been made popular with the NHL's All Star game, such as faster skater, accuracy shooting, skating around cones and 2 on 0 goalie scenarios.Shoot Out: One on One, goalie versus a skater on a breakaway. </div>  <div> Players with 100 Rating :  In addition to the then 26 NHL Teams (before Atlanta Thrashers, Nashville Predators, Columbus Blue Jackets and Minnesota Wild), two All Star Teams and only 3 National Teams (United States, Canada, Europe). Here are the default NHL Team Rankings:TeamEven StrengthPower PlayPenalty KillingGoaltendingAnahiem Mighty Ducks9th6th22nd11th Boston Bruins26th16th21st26th Buffalo Sabres6th26th13th6th Calgary Flames21st8th17th13th Carolina Hurricanes19th4th10th19th Chicago Blackhawks14th17th11th7th Colorado Avalanche1st3rd2nd5th Dallas Stars2nd19th16th3rd Detroit Red Wings5th7th4th2nd Edmonton Oilers13th6th18th16th Florida Panthers7th21st7th4th Los Angeles Kings24th25th3rd20thMontreal Canadians17th13th26th23rd New Jersey Devils3rd23rd1st1st New York Islanders22nd22nd15th18th New York Rangers8th1st25th1th Ottawa Senators16th11th20th12th Philadelphia Flyers4th18th6th8th Phoenix Coyotes11th5th5th15th Pittsburgh Penguins10th2nd23rd25th San Jose Sharks25th20th12th24th St. Louis Blues12th15th14th14th Tampa Bay Lightning20th24th8th17th Toronto Maple Leafs23rd14th19th22nd Vancouver Canucks15th10th24th21st Washington Capitals18th12th9th9th   </div> "
NHL All-Star Hockey,Sega Midwest StudioNew Wave Graphics,Sega,February 1995,genesis,,3030-2488,2488,0,,https://www.giantbomb.com/nhl-all-star-hockey/3030-2488/,ESRB: K-A,
Hoser Hockey,Park Place Productions,Electronic ArtsNA/PALElectronic Arts VictorJP,August 1991,genesis,Arcade hockey with online multiplayer.,3030-80734,80734,0,2020-11-30,https://www.giantbomb.com/hoser-hockey/3030-80734/,,
