Title,Developer,Publisher,Regions released North America,console,deck,guid,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
Mars Moose Cosmic Quest 3: Race Through France,Lightspan,Lightspan,1998,ps,"A turn based, space trading simulation game.",3030-76907,76907,0,2014-05-07,https://www.giantbomb.com/race-to-mars/3030-76907/,,
Mars Moose Stay & Play 1: In the Clubhouse,Lightspan,Lightspan,1998,ps,Stay is an adventure game about an abducted man.,3030-66529,66529,0,2018-09-12,https://www.giantbomb.com/stay/3030-66529/,,
Mars Moose Stay & Play 2: In Mars' Bedroom,Lightspan,Lightspan,1998,ps,Stay is an adventure game about an abducted man.,3030-66529,66529,0,2018-09-12,https://www.giantbomb.com/stay/3030-66529/,,
Mars Moose Stay & Play 3: In Lonnie's Classroom,Lightspan,Lightspan,1998,ps,Stay is an adventure game about an abducted man.,3030-66529,66529,0,2018-09-12,https://www.giantbomb.com/stay/3030-66529/,,
Mars Moose Walkabout 1: The Natural History Museum,Lightspan,Lightspan,1998,ps,A compilation of 11 Namco games for Evercade.,3030-76006,76006,0,2020-05-22,https://www.giantbomb.com/namco-museum-collection-1/3030-76006/,,
Mars Moose Walkabout 2: The Shakespeare Festival,Lightspan,Lightspan,1998,ps,Psychedelic retro arcade shooter with a techno soundtrack,3030-79989,79989,0,2020-08-12,https://www.giantbomb.com/moose-life/3030-79989/,,
Mars Moose Walkabout 3: World Sports Day,Lightspan,Lightspan,1998,ps,Psychedelic retro arcade shooter with a techno soundtrack,3030-79989,79989,0,2020-08-12,https://www.giantbomb.com/moose-life/3030-79989/,,
Martian Gothic: Unification,Coyote Developments,Take-Two Interactive,"November 2, 2001",ps,"Join the team sent to Vita-1, a base on Mars, to discover why no communication has been heard in months, and to help unearth its dark, terrible secret.",3030-972,972,0,2000-04-30,https://www.giantbomb.com/martian-gothic-unification/3030-972/,ESRB: M," <div> Overview : Martian Gothic: Unification is a survival horror game developed by Creative Reality, that was released on the PC in 2000, and the Sony Playstation in 2001. The story in this game was created by science-fiction writer Stephen Marley.With fixed camera angles and character-dependant controls, Martian Gothic bears similarities to other  survival horror games, such as  Resident Evil or  Nocturne, but unlike those game, it largely failed to receive the same critical and commercial success. This may have something to do he fact that keys are inexplicably consumed when used to unlock doors,  Zelda-style, so if players unlock a door requiring a green tag, they will need to locate another green tag to open the next green door. It also likely suffered because of the nature of the game's primary enemies, the ""Non-Dead"". These enemies cannot be permanently killed, and after being shot, will re-animate and resume the attack the next time the player re-enters the same area. Given that there is a limited amount of ammo in the game's world, and an unlimited amount of enemies, fighting the Non-Dead is an exercise in futility and frustration. </div>  <div> Story : The year is 2018. Players control a team of three specialist astronauts, sent to the Vita-1 base on  Mars from Earth, to ascertain exactly what has happened to the Vita-1 crew; no communication with this base has been heard for many months. On the basis of a garbled message sent by an astronaut on the base; ""Stay alone, stay alive"", it is clear that something dreadful has happened. Following the cryptic advice of the message, the three astronauts enter the base through three separate airlocks, and find themselves confined to separate sections of the base by sealed bulkheads. When the specialists explore the base they find it deserted, with mutilated corpses scattered everywhere, and it is unclear what caused the downfall of the base. One thing is clear however; Vita-1 hides a dark, terrible secret somehow related to Mars' distant past... </div>  <div> Characters : The game features three playable characters, who the player can switch between at any time. Time continues to pass for all three characters, so if the player leaves a character in a room with an enemy, that enemy will take the opportunity to murder that character while they stand there helpless. The game ends if any of the three die. </div> "
Marvel Super Heroes,Capcom,Capcom,"September 25, 1997",ps,Marvel's most prolific heroes and villains duke it out for control of the Infinity Gems in Capcom's second fighting game in the Marvel universe.,3030-12903,12903,0,1995-10-24,https://www.giantbomb.com/marvel-super-heroes/3030-12903/,ESRB: T," <div> Overview : Marvel Super Heroes is a 2D superhero fighting game developed and released by Capcom for arcades (running their CPS-2 hardware) in October 24, 1995.Capcom's second fighting game set in the Marvel universe (after X-Men: Children of the Atom), Marvel Super Heroes brings together various heroes and villains as they fight to possess the powerful Infinity Gems. It is based on the crossover event comic series The Infinity Gauntlet, which also serves as the base for Capcom's 1996 platformer Marvel Super Heroes: War of the Gems.Along with spin-off series (the Marvel vs. Capcom series), the game received ports to the Sega Saturn and Sony PlayStation worldwide throughout 1997 (with the European versions published by Virgin), adding the ability to play as boss characters (with special cheat codes) and adding a new hidden guest character (Anita from Night Warriors: Darkstalkers' Revenge).The original version was later digitally re-released in a bundle (with Marvel vs. Capcom: Clash of Super Heroes) for the Xbox 360 (via Xbox Live Arcade) and PlayStation 3 (via PlayStation Network) in September 25, 2012 as Marvel vs. Capcom Origins, including online multiplayer, graphical filters and 3D viewing angles, and a challenge system (where players can unlock bonus content by completing challenges in the game). </div>  <div> Gameplay : The gameplay system used in Marvel Super Heroes is similar to its predecessor, X-Men: Children of the Atom, including multi-screen vertical jumps. Marvel Super Heroes adds Infinity Supers and the Infinity Gem System (below) . Also new for Marvel Super Heroes is the Aerial Rave, which allows the player to continue a combo after the opponent has been launched into the air.Marvel Super Heroes also introduced the iconic Infinity Supers, such as Iron Man's ""Proton Cannon"", Spider-Man's ""Maximum Spider"", and Hulk's ""Gamma Crush"". Some of the X-Men characters, like Wolverine and Psylocke, have more than one infinity super. </div>  <div> Characters : The six Infinity Gems. Note that the colors have changed in the game. During each fight, players can collect Infinity Gems that can grant special temporary powers for their character. In Arcade mode, players start with all of their possessed Gems (while the enemy may have one Gem of their own), which reset after every match. In Versus matches, players start with no Gems and can only receive them after a player receives the First Damage bonus and when a player's lifebar is almost empty.Players can activate their currently possessed Gem by inputting a special motion (Down, Down-Back, Back, then all three Punch buttons simultaneously) and can only activate one Gem at a time. Players can swap between Gems by pressing the Start button (provided they did not do the Taunt motion). Once a Gem's effect is complete, it is removed from play.All of the playable characters have their own special effect when activating their preferred gem.Power Gem (Violet) - Increases damage of the character's attacks. Both Captain America and Wolverine also have after-shadows behind them, potentially tripling the effects of their attacks, while Spider-Man and Psylocke also create mirror images to confuse and boost their attack power. In Arcade mode, players start with the Power Gem.Time Gem (Red) - Speeds up the character's movement. Hulk can also perform Fierce and Roundhouse attacks much faster, while Shuma-Gorath's normal attacks can also petrify his opponent.Reality Gem (Orange) - Adds elemental projectiles to all of the character's attacks. Blackheart also turns completely invisible.Soul Gem (Green) - Slowly regenerates the character's health over time. Iron Man also gains electrical damage from his attacks (adding a nerf that slowly steals his opponent's Infinity Gauge over time).Space Gem (Indigo) - Gives the character an ""armor"" (similar to Juggernaut) that increases defense makes them tougher to knock down. Magneto also has a force field that completely negates damage, while Juggernaut also takes almost zero damage from attacks and is nearly-impossible to knock down.Mind Gem (Blue) - Slowly regenerates the character's Infinity Gauge over time. In Arcade mode, players cannot use this Gem until the final battle against Thanos, where they would have to take the five other Gems from him before being able to take the Mind Gem.At the start of the final battle with Thanos, all of the player's Gems are immediately taken by him. The computer-controlled Thanos does not activate Gems and instead has powerful Infinity Combos based on each Gem. When Thanos loses a Gem, he also loses access to that corresponding Infinity Combo. Player-controlled Thanos can still activate all of his Infinity Combos, regardless of Gem possession. </div> "
Marvel Super Heroes vs. Street Fighter,Capcom,"Virgin InteractivePAL, CapcomJP,NA","February 25, 1999",ps,"The second entry in the Marvel vs. Capcom crossover series, Marvel Super Heroes vs. Street Fighter pits fighters from Street Fighter Alpha 2 alongside fighters from Marvel Super Heroes.",3030-9309,9309,0,1997-06-25,https://www.giantbomb.com/marvel-super-heroes-vs-street-fighter/3030-9309/,ESRB: T," <div> Overview : Marvel Super Heroes vs. Street Fighter is a 2D tag-team fighting game developed and released by Capcom for the arcades (under the CPS-2 engine) on June 18, 1997. The second installment of the Marvel vs. Capcom crossover series (and sequel to X-Men vs. Street Fighter), the game pits fighters from Marvel Super Heroes (with some X-Men fighters from the previous installment) with the fighters from Street Fighter Alpha 2. This installment adds the concept of ""assist attacks"", in which the player can call the backup character, who jump into the action and performs a quick special move before jumping back out.The game was ported to the Saturn (in Japanese regions only) on October 22, 1998 and PlayStation on January 31, 1999. While the Saturn version retains all animations and the tag-team mechanic of the arcade version (thanks to the 4MB RAM expansion cartridge), the PlayStation version removes the tag-team mechanics for normal gameplay (restricting it to traditional 1v1 round-based fights, in which the secondary character plays an ""assist"" role), re-adding the Crossover mode from the port of the previous installment. (in which the tag-team mechanic is brought back, but each player's secondary character is the opposing player's primary character) </div>  <div> Gameplay : Chun-Li and Sakura Performing a SuperThe game uses the same tag-team format which was previously introduced in X-Men Vs. Street Fighter. A new feature was added to the game, the ability to call an assist attack from your other character. This allows the player to call in their partner to perform one of their special moves without having to change the character they are currently controlling.Marvel Super Heroes Vs. Street Fighter's gameplay is an iteration on the earlier Vs Seres games. Combos can be started from the ground then launch the opponent into the air and continue the combo (known as ""air combo""), and the player can finish it all off with a super combo. The game features the standard Capcom six button interface with two rows of three buttons.The single player game, being arcade mode is similar to the previous title, having the player pick a tag-team, then versing other tag-teams, and again ends with a two-on-one match against Apocalypse. Instead of having the player have a one-on-one match with their tag-team partner, the player has to verse a Cyborg version of Akuma in a two-on-one match. The character who deals the finishing blow to Cyborg Akuma will then have their ending shown.This game reuses many of the same backgrounds as X-Men Vs. Street Fighter with only minor changes being made. </div>  <div> Characters : Like X-Men vs. Street Fighter, the game includes 17 playable characters on the select screen (eight from the Marvel Super Heroes side and nine from the Street Fighter side). In Japanese versions, an extra character (Norimaro) is playable. New from the previous installment is the concept of hidden alternate versions of some characters, each with different palettes (with the exception of Cyber-Akuma, who has entirely new sprites) and minor gameplay differences. </div> "
Marvel vs. Capcom: Clash of Super Heroes,Capcom,"Virgin InteractivePAL, CapcomJP,NA","January 31, 2000",ps,Some of Capcom's greatest video game heroes are pitted against Marvel's finest superheroes in the third entry of the Marvel vs. Capcom crossover series.,3030-8605,8605,0,1998-01-23,https://www.giantbomb.com/marvel-vs-capcom-clash-of-super-heroes/3030-8605/,ESRB: T," <div> Overview : Marvel vs. Capcom: Clash of Super Heroes is a 2D tag-team fighting game developed and released by Capcom for the arcades (running their CPS-2 hardware) on January 23, 1998.The third installment of the Marvel vs. Capcom crossover series (and sequel to Marvel Super Heroes vs. Street Fighter), the game adds fighters from various Capcom games (unlike the previous games, which were from the Street Fighter Alpha series) to fight alongside Marvel's superheroes. It also adds dedicated characters for the ""assist attack"" (known as ""partners"") and a special combination attack (known as the ""Duo Team Attack"", which temporarily allows the player to control both of their fighters simultaneously).The game was ported to the Dreamcast on September 30, 1999, adding a new game mode (called ""Cross Fever"") that allows four-player simultaneous gameplay. It was later ported to the PlayStation on January 31, 2000, restricting the tag-team mechanic to the ""Cross Over"" mode (where each player's secondary fighter is the same as the opposing player's primary fighter). Like the PS1 ports of the series's previous games, normal gameplay uses traditional round-based 1v1 fights (where players can choose between a ""partner"" or another fighter as their assist character).The original version was later digitally re-released in a bundle (with Marvel Super Heroes) for the Xbox 360 (via Xbox Live Arcade) and PlayStation 3 (via PlayStation Network) in September 25, 2012 as Marvel vs. Capcom Origins, including online multiplayer, graphical filters and 3D viewing angles, and a challenge system (where players can unlock bonus content by completing challenges in the game). </div>  <div> Gameplay : Ryu unleashing his superMarvel vs. Capcom: Clash of Super Heroes was distinguishable from the rest in the series due to the ability to call upon the help from ""assist"" characters, as well as the ability to perform a special attack where both of the characters would be in the field at the same time. The game plays quicker than other 2D fighting games at the time. Play focuses heavily on quick reactions, smart team management, and both solo and team super moves.In addition, this game introduced the Duo Team Attack. In the Duo Team Attack, both characters on the team could be controlled simultaneously and had an unlimited use of super moves during the time. In the PlayStation version, the Duo Team Attack worked where the assist character could be summoned repeatedly during this time. The game starts off and the player gets to choose two characters. Then, the fighting starts, with randomly selected pairs of other characters gradually increasing in difficulty until the final boss, Onslaught. </div>  <div> Characters : The game includes 15 playable characters at the start, one secret fighter, five secret variations, and one unplayable final boss (with two forms).It is the first entry in the series to include Capcom characters outside of the Street Fighter series and replaces most of their part of the previous game's roster with them (leaving only Ryu, Chun-Li, and Zangief). It is also the first game in the series to include War Machine (based on the sprites used for Iron Man in Marvel Super Heroes). </div> "
Mary-Kate and Ashley: Crush Course,n-Space,Acclaim,"October 31, 2001",ps,"Some cute boys have invited the twins to a beach party, but the directions have been lost.  Mary-Kate and Ashley must find the missing pieces in time to make it to the party.",3030-27636,27636,0,2001-11-30,https://www.giantbomb.com/mary-kate-and-ashley-crush-course/3030-27636/,,
Mary-Kate and Ashley: Magical Mystery Mall,n-Space,Acclaim,"October 15, 2000",ps,The Olsen Twins are trapped in the Magical Mystery Mall. Will they be able to survive the night?,3030-7794,7794,0,2000-10-25,https://www.giantbomb.com/mary-kate-and-ashley-magical-mystery-mall/3030-7794/,ESRB: E," <div> Overview : Mary-Kate And Ashley: Magical Mystery Mall is a game developed by n-Space and published by Acclaim Entertainment for the PlayStation platform. </div>  <div> Story : Mary-Kate and Ashley get trapped in a cursed mall which has been frozen in time. In order to lift the curse and escape the mall, Mary-Kate and Ashley must collect the missing gems. </div>  <div> Gameplay : Mary-Kate And Ashley: Magical Mystery Mall contains a series of mini-games, each giving the player a gem at the end. To complete the game all the mini-games must be finished and all the gems received.  </div> "
Mary-Kate and Ashley: Winner's Circle,Tantalus Software,Acclaim,"March 1, 2001",ps,Do Mary-Kate and Ashley have what it takes to win? No they don't.,3030-11475,11475,0,2001-03-05,https://www.giantbomb.com/mary-kate-and-ashley-winners-circle/3030-11475/,ESRB: E,
Mass Destruction,NMS Software,"ASC GamesNA, BMG InteractivePAL","September 30, 1997",ps,"Mass Destruction is a tank shooter by NMS Software. It features three different tanks and polygonal graphics. While it was originally released on both PC and consoles, in 2015 a port of the PS1 version was released on Steam.",3030-8957,8957,0,1997-09-30,https://www.giantbomb.com/mass-destruction/3030-8957/,ESRB: T,
Master of Monsters: Disciples of Gaia,SystemSoft,ASCII Entertainment,"October 13, 1998",ps,,3030-20245,20245,0,,https://www.giantbomb.com/master-of-monsters-disciples-of-gaia/3030-20245/,,
Math Gallery Collection 1,Lightspan,Lightspan,1998,ps,An interactive FMV game following two different time periods (1981 and 2021) from the director of The Complex and Five Dates.,3030-86672,86672,0,2022-08-01,https://www.giantbomb.com/the-gallery/3030-86672/,,
Math Gallery Collection 2,Lightspan,Lightspan,1998,ps,An interactive FMV game following two different time periods (1981 and 2021) from the director of The Complex and Five Dates.,3030-86672,86672,0,2022-08-01,https://www.giantbomb.com/the-gallery/3030-86672/,,
Math on the Move!: Addition/Subtraction Advanced,Lightspan,Lightspan,1998,ps,"One of the five built in games fot the RCA Studio II.
Basic math, as the title suggests.",3030-34592,34592,0,,https://www.giantbomb.com/addition/3030-34592/,,
Math on the Move!: Addition/Subtraction Intermediate,Lightspan,Lightspan,1998,ps,"One of the five built in games fot the RCA Studio II.
Basic math, as the title suggests.",3030-34592,34592,0,,https://www.giantbomb.com/addition/3030-34592/,,
Math on the Move!: Multiplication/Division Advanced,Lightspan,Lightspan,1998,ps,Steel Division 2,3030-72688,72688,0,2019-05-02,https://www.giantbomb.com/steel-division-2/3030-72688/,,
Math on the Move!: Multiplication/Division Intermediate,Lightspan,Lightspan,1998,ps,Steel Division 2,3030-72688,72688,0,2019-05-02,https://www.giantbomb.com/steel-division-2/3030-72688/,,
Mat Hoffman's Pro BMX,Runecraft,Activision,"May 16, 2001",ps,"Mat Hoffman's Pro BMX is an extreme sports game made in the same spirit as the Tony Hawk series. Developed by Runecraft and published by Activision, the title was the first game released under the Activision 02 brand.",3030-2341,2341,0,2001-05-30,https://www.giantbomb.com/mat-hoffmans-pro-bmx/3030-2341/,ESRB: E," <div> Overview : Mat Hoffman's Pro BMX was released in May 2001 and was the first and most successful spin-off of the ""Pro"" franchise, even advertising the use of the Tony Hawk game engine on its cover. The game is a BMX-centered extreme sports game and follows the same basic principles of the first three Tony Hawk games. Players ride around levels preforming tricks and trying to accomplish as many goals as possible in a two minute time span. Goals are similar to those found in the Tony Hawk games, and include trying to earn two different set point scores, riding through five different objects, collecting letters to spell TRICK (as opposed to SKATE) and locating a Secret Cover (as opposed to a Secret Tape).Also similar to the Tony Hawk games, every two/three levels, players must compete in a timed contest runs. Players are judged and awarded medals based on their points scored throughout the three rounds. The game includes many features that were introduced in Tony Hawk's Pro Skater 1 and 2. THPS1 Levels 'Warehouse' and 'Burnside' are unlockable levels that can be played in the game's Free-Ride mode. Also featured is the Create-a-Park feature included in THPS2, containing many of the pieces found within its sister creator. Tony Hawk is even a playable character, unlocked after completing the game 100% with a character. </div>  <div> Characters : The game features a number of recognizable BMX riders at the time. </div>  <div> Levels : Mat HoffmanMike EscamillaCory NaztazioJoe ""Butcher"" KowalskiRick ThorneDennis McCoyKevin RobinsonSimon Tabron </div>  <div> Soundtrack : Granny (Unlocked by Restarting a level 10 - 20 times).Tony Hawk (Unlocked by completing a Career mode 100% with any character) </div> "
Maximum Force,Tantalus Interactive,Midway,"September 30, 1997",ps,A counter-terrorism light-gun arcade shooter from the team behind Area 51.,3030-22180,22180,0,,https://www.giantbomb.com/maximum-force/3030-22180/,BBFC: 15," <div> Overview : Maximum Force is a modern-military on-rails light-gun shooter developed by Mesa Logic and released by Atari for arcades (running Jaguar-based hardware) in 1997.The spiritual successor to the studio's earlier game Area 51, Maximum Force uses the same gameplay engine (with heavy use of pre-rendered 3D video) while shifting the story to counter-terrorism. Unlike Area 51, enemy sprites are now digitized actors.It was later ported by Perfect (PC version) and Tantalus (console versions) and released by Midway and GT Interactive for the PC in 1997, the Sony PlayStation on September 30, 1997, and the Sega Saturn on October 13, 1997. The European version was released on the PS1 on November 1997 and on the Saturn on March 1998.The game was later bundled with Area 51 (along with new hidden content) in the same arcade board in 1998 as Area 51 / Maximum Force DUO. </div> "
MDK,Neversoft,Playmates Interactive Entertainment,"November 10, 1997",ps,"One of the more unique action games of the 90s, MDK featured stunning, unusual and often comical game design, while breaking new ground graphically. It also offered an intense (if sometimes frustrating) single-player campaign.",3030-3419,3419,0,1997-04-30,https://www.giantbomb.com/mdk/3030-3419/,ESRB: T," <div> Overview : MDK (which may stand for ""Murder, Death, Kill"", but is jokingly given the name ""Mission: Deliver Kindness"" in-game) is a third-person shooter from Shiny Entertainment. In it, the player takes control of Kurt Hectic, a janitor of the eccentric Dr. Fluke Hawkins. Without warning, aliens known as Stream Riders invade Earth, and are using city size mining machines to harvest its natural resources, and whatever else gets in their way. However, the good doctor has foreseen this threat and plans a counter attack. He entrusts his latest inventions, including the ""amazing"" Coil Suit, and the ""extraordinary"" chain-gun, to our hero Kurt. With the occasional help of his six-legged canine companion Bones (AKA, Max), Kurt takes the fight into the heart of the enemy stronghold.KurtBattles take place in large arenas linked by tunnels (which are actually just cleverly disguised loading screens). After dispatching various waves of enemies, Kurt moves on to the next arena. The variety of the arenas is a highlight, from typical war zones to prisons to childish painted walls that add to the game's bizarre sense of humor. How many other games feature "" the world's smallest nuclear bomb""? As a treat for fans of Earthworm Jim (Shiny's key franchise), some levels included cows falling from the sky onto enemies if the right power-up was found.MDK's developers capitalized on ground breaking Motion Capture technology. This led to some of the best animation and graphics of its day. It also provided spectacular environments and some of the most original concepts seen in gaming. From the bizarre head gear Kurt is forced to wear, which doubles as a sniper rifle and chain gun, to the ""incredible"" ribbon chute, MDK's character design makes it one of the more original PC shooters. It found itself on consoles soon after. </div>  <div> Story : MDK's story is set in the form of a diary of an eccentric inventor, named Dr. Fluke Hawkins. Dr. Hawkins discovers something that he humorously calls ""Flange Orbits,"" but when he relates this to the scientific community, he is shunned and ridiculed.Dr. Fluke Hawkins then goes out to build a space station, which he names 'The Jim Dandy.' He then bribes his laboratory janitor (Kurt Hectic) to join him by giving him some Hungarian goulash, and blasts himself into a self-imposed exile in outer space, swearing never to return until he ""comes up with some really good stuff."" Upon entering orbit, he realizes that the ""Flange Orbits"" he theorized about didn't actually exist. Rather than go back to Earth humiliated, he begins to work on a robotic dog that Dr. Hawkins calls ""Bones"" (the dog prefers "" Max"").Inside a MinecrawlerDr. Hawkins continues work in harmony until he one day notices a strange phenomenon: long streams of some sort of energy are heading straight for the Earth. The Doctor sent down a warning (along with a basket of Max's delicious oranges) but was promptly ignored. The streams proceeded to create massive hordes of enemies in ""Minecrawlers,"" giant fortress-cities designed to strip the mineral wealth (and potato crop, according to Dr. Hawkins) from the planet. The military forces of Earth were swiftly crushed by the alien invasion.Dr. Hawkins decides to take immediate action. Pairing his new ""Coil Suit"", a revolutionary, futuristic armor suit capable of repelling ""bullets, bees, and small but very hard sticks"" that holds a retractable/re-usable ""ribbon chute"" for parachuting and/or gliding. The suit also contains an arm-mounted chaingun that also serves as a head-mounted sniper rifle, Dr. Hawkins had the perfect weapons suit at his disposal but there was one problem. Kurt was the only one who could wear it, due to the Doctor's age and Max's extra pair of legs.Sniper view from within Kurt's helmetSo Kurt, begrudgingly, was dispatched on ""Mission: Deliver Kindness,"" entering the Minecrawlers from above, and destroying them from the inside-out. He shot his way through to the ""drivers,"" typically killing them in some rather violent fashion. Kurt fought his way though all the Minecrawlers, destroying them one by one, until he eventually came to meet Gunter Glut, the hideous leader of the alien invasion.Kurt destroyed the final Minecrawler but Glut managed to escape with Max in captivity, Kurt gives chase along a stream leading to the alien homeworld. In the end, Kurt frees Max and kills Glut, ending the game. The ending is a surreal, monochrome mix of a French pop music video and clips from MDK for no discernible reason. </div>  <div> Soundtrack : CD CoverThe cinematic-like soundtrack was composed and produced by Todd Dennis and Tommy Tallarico, which managed to aid the visual narrative and help shape the world of MDK. It provides another unique feel to the game, from the triumphant score of the title screen, to the industrial beats of the battle ground. It was release in 1997.Track No.TitleRunning Time01Prologue04.3202Stranger Things04.0803The Enemy Among Us02.1304Facing the Inevitable04.3805An Upscale Affair01.2306Vengeful Alien04.3007Grenich Time03.2708Portrait of an Insane Asylum01.4809A Padded Cell01.5010New Territories03.2911Dreaming of Victory03.5512Starship01.5713Gunter Planet03.0014World Militia03.4115Tribal Unity02.3516Crossfire02.0917Bounty Hunter01.5218MDK (Planet Trax remix) </div>  <div> PC System Requirements : Operating SystemProcessor: 90 MHz CPURAM MemoryHard Drive Space: 37 MBGraphics CardSound Card: SoundBlaster Compatible </div> "
